time,motor_vibration,pump_vibration
0.0,0.07661045935357999,0.05552956658645819
0.001,0.25107365830776435,0.19928152184777975
0.002,0.7245905982311337,0.5347931852397725
0.003,1.1238040795823403,0.8131372466291863
0.004,1.1390431751189483,0.9354849863606597
0.005,0.9344366686815087,0.8691780768880026
0.006,0.7483272327298953,0.9438713130679449
0.007,0.6628536999709692,1.0673730202198797
0.008,0.5395572932757405,1.020005991729262
0.009000000000000001,0.20025321623766984,0.6336318355713831
0.01,-0.03192014685898045,0.7223711532555104
0.011,-0.16052431485866434,0.4687310386968949
0.012,-0.2986313001998075,0.44705657590065806
0.013000000000000001,-0.6001152160044296,0.10796521444343443
0.014,-0.8468657613804885,0.15774229732672485
0.015,-1.1731700893662949,-0.050660256590216765
0.016,-1.164661073551413,0.08379562294695919
0.017,-0.9739828565479134,-0.03877115829523346
0.018000000000000002,-0.7358455574382574,-0.01119095622111569
0.019,-0.5306028455100249,-0.05391169983058344
0.02,-0.19586892805063186,-0.09265917362675402
0.021,0.5935377050344589,-0.22544236256436762
0.022,0.6784770165381007,-0.30766665276871225
0.023,0.956643010024201,-0.5836960942214021
0.024,1.1094249396977771,-0.4715977268310103
0.025,0.9746871139079839,-0.8314521688815368
0.026000000000000002,0.7742618745939143,-0.862611214882716
0.027,0.5396382221633871,-0.9011800074956514
0.028,0.1983810154122883,-0.928942244564846
0.029,0.13456005778481495,-0.8217779894482337
0.03,0.03670847430772512,-0.730353828143675
0.031,-0.21407010074545957,-0.4792995594946403
0.032,-0.36543096296388844,-0.06683258108792511
0.033,-0.5596989820685393,-0.2387442509938179
0.034,-0.6609214073933889,0.12198465941818473
0.035,-0.8354481243838884,0.5245814337022385
0.036000000000000004,-1.1817487001139269,0.6070500446915107
0.037,-1.0670487639610458,0.8398887136476999
0.038,-1.0165354022360167,0.8102760787825353
0.039,-0.1895122782395956,0.9780412657219972
0.04,0.06830004928042974,0.940353834066836
0.041,0.5392602045727017,0.9629243239510066
0.042,1.029611871753504,0.7537886362514871
0.043000000000000003,1.1091668867328641,0.8040051918419139
0.044,1.0647839262504795,0.282116541348298
0.045,0.9829682123348666,0.3800476820469727
0.046,0.8599091499612822,0.35193683836963097
0.047,0.6270679417816267,0.22415900615635503
0.048,0.21322379557118565,0.1977457480420326
0.049,0.24276032419881977,-0.017630662460877786
0.05,-0.0024019133926757516,-0.10249238717013257
0.051000000000000004,-0.06267679547874846,-0.10416231398190913
0.052000000000000005,-0.2505357542120954,-0.09198484020040196
0.053,-0.7459372614032114,0.03879537533825442
0.054,-0.7715101933544521,-0.40784201415012145
0.055,-0.8562598690352575,-0.5801059744688816
0.056,-0.7729392428041877,-0.39256526102381734
0.057,-0.8169617185433315,-0.5240523275409623
0.058,-1.0732009962682576,-0.6294086738186293
0.059000000000000004,-0.4883579529207842,-0.8478410314492298
0.06,-0.03271639346223429,-1.07246430544039
0.061,0.2480118187555231,-0.8423937684216591
0.062,0.8618427121264394,-0.7934646531434133
0.063,0.9536822068745168,-0.7497238147634102
0.064,1.1304196226966456,-0.6022716471990566
0.065,0.8090753223142614,-0.5138288525924277
0.066,0.8037683573807328,-0.3563268453434366
0.067,0.7544722077525423,0.19315310486631854
0.068,0.4432947966716344,0.21275681655234516
0.069,0.2464040082768642,0.5098813183275003
0.07,0.09584650468581231,0.7364360294450274
0.07100000000000001,-0.08065562740999459,0.7581646037683801
0.07200000000000001,-0.46732606570663093,1.1383527988075195
0.073,-0.5932520294172905,1.0171267143931415
0.074,-0.6672801697335833,0.9202920943412292
0.075,-1.21334818437537,0.7379028922285027
0.076,-1.27296778316911,0.7522766284562896
0.077,-0.9798480902366938,0.7123136755775767
0.078,-0.8833446361754916,0.2834436884235411
0.079,-0.41588835713351513,0.08701080237254763
0.08,0.059831398383805814,0.04891101081191951
0.081,0.5156729161869635,0.06130312170162263
0.082,0.7242862216505225,0.1049071152238144
0.083,0.8361479996998725,-0.036745618723458724
0.084,0.9677854734012832,0.04226254053378002
0.085,0.9702437086882422,0.03184630957226112
0.08600000000000001,0.7868283473497848,-0.02156526396812758
0.08700000000000001,0.5427723475990304,-0.41462253354096446
0.088,0.21660467748516943,-0.20766186107689685
0.089,0.06426983194667013,-0.36738832720492853
0.09,-0.1237549728561459,-0.6225871514402134
0.091,-0.02618475286248903,-0.8502952906509841
0.092,-0.5002816709116809,-0.8992092809112372
0.093,-0.5296681459012551,-0.9259094446341949
0.094,-0.8104288401669976,-0.8321046698556668
0.095,-1.0652167981732303,-1.0184281429828115
0.096,-0.9561857878555982,-0.7955813507658491
0.097,-0.9537122843933539,-0.7265921286153271
0.098,-0.9475279147078927,-0.5662520210999675
0.099,-0.34027991475190406,-0.5035642852509556
0.1,0.007120437550768767,0.021081577830927293
0.101,0.36602791535915824,0.24020287614565683
0.10200000000000001,0.8077212118198526,0.421451641655818
0.10300000000000001,1.0231990640232893,0.882779547130714
0.10400000000000001,0.9018951743222905,0.8209675377478214
0.105,0.9879993660321024,1.0801586819602869
0.106,0.8441299333353351,0.8707991802958421
0.107,0.8391259031193818,0.9129672162867424
0.108,0.41961720351030574,0.8808380980433316
0.109,0.2800408098348093,0.6755803687597772
0.11,0.013461438203102548,0.6045883626883636
0.111,-0.21623096137005432,0.3768784253267917
0.112,-0.3443111263543563,0.3781553004280722
0.113,-0.7035971395377005,0.26304500408884723
0.114,-0.874711420617206,0.1721039000315119
0.115,-0.8900606181402446,0.10764597661925117
0.116,-1.1218922515857268,-0.08069322551828548
0.117,-1.0788529430594007,-0.0854791912293858
0.11800000000000001,-0.9572819636074148,0.06124205267254762
0.11900000000000001,-0.7074933544974378,-0.007928006929165524
0.12,0.08733797720905669,-0.12804154843970703
0.121,0.3196708236138499,-0.36637858865259976
0.122,0.7890510561403773,-0.45175051939896393
0.123,0.9697242818664246,-0.5997357317169767
0.124,1.1720976252343978,-0.6508115335204997
0.125,1.1404250878130897,-0.6532265542425746
0.126,0.6126355719154752,-0.8618713557078648
0.127,0.8322086909481227,-0.865607160009969
0.128,0.36200541936457775,-0.9421877451942129
0.129,0.20526660295561688,-0.9983035721222013
0.13,0.01806534349764866,-0.6086149322997678
0.131,-0.377502825646935,-0.6497473869742553
0.132,-0.5260255080552405,-0.034764623217096946
0.133,-0.6119773667440981,-0.05289920695579071
0.134,-0.8717506011794309,0.24431859711225679
0.135,-1.114412742114406,0.504900622654558
0.136,-1.202895624217193,0.48347192788143056
0.137,-0.9754661440446488,0.9070796482388889
0.138,-0.755719470714255,0.9754718008017017
0.139,-0.44174218144203825,0.9945899375148802
0.14,0.13697844606267504,0.8792796537285158
0.14100000000000001,0.323405815173041,1.0114134147668532
0.14200000000000002,0.7303073693596235,0.743775411303126
0.14300000000000002,1.0950320513970977,0.6354324189030157
0.14400000000000002,1.0467537374755298,0.5574004727700426
0.145,0.8681739750103966,0.5559818970413322
0.146,0.8693834722118463,0.20959371987705347
0.147,0.5571400715626903,0.16313008828397543
0.148,0.4694224691244562,0.12709029405577407
0.149,0.2535413226659804,0.07265543637732566
0.15,0.0999001029250916,-0.12786572317736689
0.151,-0.13392847604413183,-0.0682290611567406
0.152,-0.28206106693901123,-0.14227478792632361
0.153,-0.7209686490654054,-0.3340761584937534
0.154,-1.088849079796888,-0.39175243933386783
0.155,-1.0271853407438525,-0.37058285553221904
0.156,-0.9150378551786592,-0.5902851233108231
0.157,-0.995687470464558,-0.6944700685689456
0.158,-0.7740134070597714,-0.7713334523901415
0.159,-0.2162110235064168,-0.9335806313376619
0.16,-0.04948225632164998,-0.8901663659047605
0.161,0.47842289800876114,-0.864001069846352
0.162,0.7940329839792922,-0.8551613022703473
0.163,1.0027872664087503,-0.9319807231145839
0.164,1.077496579295219,-0.6612066549364708
0.165,1.0445848330034462,-0.218672604851604
0.166,0.8153843074797941,-0.23087017179350297
0.167,0.7143650833149755,0.15776133805518228
0.168,0.2548256460628532,0.18921259000133836
0.169,0.19291687600996757,0.6197081955882643
0.17,-0.011174364646944893,0.8703199623143748
0.171,-0.402872515401944,0.8981280525080524
0.17200000000000001,-0.4369911454216533,0.8979681186755136
0.17300000000000001,-0.7240819196336697,0.9053022233347822
0.17400000000000002,-1.0193507246593794,1.0581698066594112
0.17500000000000002,-1.0543554017764303,0.7972641849426059
0.176,-1.2149991415756696,0.6268955135609888
0.177,-0.9540124280724582,0.4180436770532053
0.178,-0.7897580120638851,0.40225221218297913
0.179,-0.45143779662660166,0.1923182331544549
0.18,0.029458288641902187,0.3012433264599592
0.181,0.4712245878015935,0.18184553637391426
0.182,0.671941737445869,0.03212534723163411
