time,motor_vibration,pump_vibration
0.0,0.053318299157832066,0.056229602480479396
0.001,0.46657743773067656,0.6947549839449515
0.002,0.7191076459417256,1.2267781744921322
0.003,0.9434585339711709,0.657032530546416
0.004,1.1363281991433616,0.4619131705018572
0.005,1.0583736889212108,0.38137493941727246
0.006,0.9652054476157147,0.7018460056513647
0.007,0.6161743665517505,1.26201451055636
0.008,0.44326602852425584,1.049237519324903
0.009000000000000001,0.15118198493118046,0.9641787737091994
0.01,-0.07758975896882644,0.770402733841401
0.011,-0.24639281141946853,-0.08496734625295513
0.012,-0.2770413233656914,-0.44688188197921774
0.013000000000000001,-0.770185532815168,-0.12672863717088054
0.014,-0.7911816820100519,0.5168964435962756
0.015,-0.8556954771436488,0.29662076997073406
0.016,-1.1526007073296856,0.28681629145792564
0.017,-0.9716751687730183,-0.23912144626933896
0.018000000000000002,-0.7177365327179785,-0.5818927404922558
0.019,-0.3845086420616611,-0.1955671295146637
0.02,0.01894723358258856,-0.010019088085313238
0.021,0.3865358380739229,-0.028908079278874704
0.022,0.7483248958603713,0.17427044045631312
0.023,0.9679131418808798,-0.03784585120153677
0.024,0.9066243267113387,-0.9014806449829225
0.025,0.8893807412871124,-1.6840199377782241
0.026000000000000002,0.7156245996309956,-1.3937647413698608
0.027,0.5412546000629896,-0.7894167887868452
0.028,0.6571122596314618,-0.5565889589642803
0.029,0.19646616950505252,-0.6619186562093572
0.03,-0.10046095644269681,-0.972729832311465
0.031,-0.26930310104749217,-0.9532743217716357
0.032,-0.41204760244236094,-0.8520253966827017
0.033,-0.5491324009486337,-0.39487761484120787
0.034,-0.7578867298274514,0.41787124833260697
0.035,-1.078304765057468,1.1170976089810305
0.036000000000000004,-1.0839256116419314,1.1018097954619344
0.037,-0.9215896808497287,0.7900093612841216
0.038,-0.6495586074354411,0.6708156889663744
0.039,-0.5309399138227981,0.873381650408767
0.04,0.09515450107092421,1.0089613940107711
0.041,0.27419507491153894,1.3796322197958484
0.042,0.6193433112628396,1.425990446030107
0.043000000000000003,0.8838796811339971,0.36676789907768537
0.044,1.224390198562097,-0.09854475488351394
0.045,1.0457100199192835,0.0018693156833657631
0.046,0.921852004516883,0.0869260459381073
0.047,0.8346662512131517,0.07001015303127975
0.048,0.24297940135969145,0.5979950498651676
0.049,0.1327590182658125,0.619660128043893
0.05,-0.10680378859362792,0.03004454203053606
0.051000000000000004,0.0735258041569733,-0.2328781195110898
0.052000000000000005,-0.45208714554089274,-0.5935265777093425
0.053,-0.5624774492278505,-0.3480180855578769
0.054,-0.9857350800187168,-0.01608825171053363
0.055,-0.9741120213176846,0.21756507371090958
0.056,-0.9764891363689082,-0.13435265997520623
0.057,-0.9252288560263737,-0.51617743800103
0.058,-0.741541910831381,-1.4063948487702238
0.059000000000000004,-0.3080475867554417,-1.193531852732269
0.06,0.05033369752958425,-0.8254639765545048
0.061,0.34151746050421106,-0.6861304610154215
0.062,0.9254311408920671,-0.3282872441350908
0.063,1.0585733757586686,-0.49666205500913496
0.064,1.0164928250102798,-0.8785182618962338
0.065,1.1221829915240675,-1.1260315918332886
0.066,0.7617620129336691,-0.5398004405788709
0.067,0.7051260797821983,0.16343911694223034
0.068,0.22482742239712705,0.7834603367498214
0.069,-0.08572141317224993,1.0048773132924462
0.07,-0.006779992104778078,0.4275900116462698
0.07100000000000001,-0.12830597713149022,0.4914255254917583
0.07200000000000001,-0.6280959542913963,0.6484647654586222
0.073,-0.6279629222915266,0.866534828800074
0.074,-0.8537410922433988,1.6384468757467014
0.075,-1.2083948300436198,1.1023725545829006
0.076,-1.0903204195870397,1.0137564443257778
0.077,-0.8014631702973194,0.056678869578330904
0.078,-0.6672054922966661,-0.14808982196014064
0.079,-0.2643607683033907,0.021072859992425058
0.08,0.07652842058125721,0.29732369724799856
0.081,0.4282578701523744,0.5976435196358966
0.082,0.5401551732457841,0.3914885423191157
0.083,0.9568101114433248,0.3088949125290918
0.084,1.2016130870157387,-0.3951593372617979
0.085,1.0928518233673548,-0.22492051658728018
0.08600000000000001,1.0313350296875072,-0.2517184657759429
0.08700000000000001,0.6367439710888687,0.09358392350160066
0.088,0.44922523172334655,0.04644076804347165
0.089,0.13632120511062606,0.29862949790797033
0.09,-0.04939281071846519,-0.6343039590712972
0.091,-0.25565437418420156,-1.144431008444557
0.092,-0.3708962498462378,-1.2874387677177097
0.093,-0.6591600245279872,-1.1801829951297265
0.094,-0.7583075795625482,-0.7313903812017606
0.095,-1.3096186646258192,-0.7738158497627265
0.096,-0.9916707747795324,-0.4735150292617162
0.097,-1.1072400448583914,-0.5837482266140829
0.098,-0.6736117687340076,-1.1398243933998158
0.099,-0.31779725425511707,-0.8473677274134557
0.1,0.050046585868757244,-0.052001509650634575
0.101,0.2721344562429354,0.9997589527101074
0.10200000000000001,0.8724869716772279,0.4231188637125479
0.10300000000000001,0.9958292239015512,0.6748773028761165
0.10400000000000001,0.8753287432204979,0.7457020246725601
0.105,0.9863844393787992,1.0002056120815608
0.106,0.9556609963299991,0.9166818761582345
0.107,0.6635160718287122,0.8552403346618633
0.108,0.43869200640674133,1.4069357183367943
0.109,0.14861818684160755,1.5588688636380554
0.11,-0.03453221304670885,0.5364881770048727
0.111,-0.20651800155893885,0.12498257249413662
0.112,-0.41099591304579525,-0.4632901270527953
0.113,-0.5738508191215137,-0.01591760704012643
0.114,-0.7978269444647088,0.3891422286056207
0.115,-0.9946582310759647,0.3813757085467345
0.116,-1.1241813246377366,-0.03773957593494731
0.117,-1.1434296674864537,0.10198421240006234
0.11800000000000001,-0.7871749690501174,-0.5196826099813155
0.11900000000000001,-0.5984079043670777,-0.6058934547133817
0.12,-0.09631193211601914,-0.26917174320790194
0.121,0.4614584372842875,-0.11133229863594313
0.122,0.9620287224072701,0.11987603926851234
0.123,1.1271304109513371,-0.0970801145961564
0.124,1.0271129384426687,-1.1950448134960556
0.125,0.9988519136593286,-1.56006604431612
0.126,0.857692626727856,-1.2766937925965411
0.127,0.668289371555547,-0.5981170636278428
0.128,0.5477855554505531,-0.1287429469099789
0.129,0.26529445265538276,-0.230998460043666
0.13,-0.15970926502524613,-0.7452923834726618
0.131,-0.22883800527444448,-1.2860633343527126
0.132,-0.313572483903346,-0.98345628889006
0.133,-0.5720104697902432,0.008509678565135542
0.134,-0.7746123690404085,0.5375170250400155
0.135,-1.1268326364632482,0.7632277397556593
0.136,-0.7957425508452197,0.8821135334853207
0.137,-1.2008337823637323,0.9887953924117217
0.138,-0.8174837682561877,0.28585349592265086
0.139,-0.29977746227805735,0.3857261303067008
0.14,0.014867192815022835,0.7756647982116697
0.14100000000000001,0.3669095944065391,1.1950715069202895
0.14200000000000002,0.7751487736663301,1.2791619936315315
0.14300000000000002,0.8297536491602078,0.5221455731967781
0.14400000000000002,1.0378610796836856,0.24564148030335234
0.145,0.9020003419020167,-0.1171828429163662
0.146,1.0701025143982807,0.1058119050500313
0.147,0.6058221240560573,0.11749000237093932
0.148,0.32703200949248434,0.46868994680750986
0.149,0.09394985439757524,0.404320601682308
0.15,-0.02839153638543742,0.35415854345303155
0.151,-0.1034694984990649,-0.4849106644714718
0.152,-0.2637743910264573,-0.7287666469544167
0.153,-0.5505143989192366,-0.21078289920270166
0.154,-0.8361613390273053,-0.09035610734368119
0.155,-0.9328105910348252,0.2317357918292667
0.156,-1.078818697903049,0.14681356294334297
0.157,-1.0430333197148225,-0.7890271553351801
0.158,-0.8606499071745146,-0.8999610064161689
0.159,-0.5067688469277547,-1.2415898220470682
0.16,0.18754843051659031,-0.8895973016359433
0.161,0.3528187553786935,-0.7260705671532479
0.162,0.7162478811615298,0.07307184295811009
0.163,0.9840751853175506,-0.687012804286243
0.164,1.175083335322666,-0.9157700194712443
0.165,1.0933421965829258,-1.11909451983155
0.166,0.7306925857464891,-0.159753666552862
0.167,0.6067948183495988,0.2112857644127959
0.168,0.2628440944083087,1.16263490381998
0.169,0.1226573676438407,0.9595417715562184
0.17,0.1644552706472422,0.6096023961898945
0.171,-0.32357111092601143,0.27194097524166977
0.17200000000000001,-0.44727920590740955,0.3736487226192582
0.17300000000000001,-0.4971353146140817,1.249173110264653
0.17400000000000002,-0.8482453250397346,1.3110431604964425
0.17500000000000002,-0.9812969079583389,1.4259812468159472
0.176,-1.114674365827974,1.235923284157702
0.177,-1.0401850081667106,0.05156230693138447
0.178,-0.7798984133042778,-0.05720171794507303
0.179,-0.4542327410321978,-0.05877794449508977
0.18,0.02296805289306677,0.2553449551750425
0.181,0.4430476449413668,0.3880245512006242
0.182,0.8332737888478577,0.3549125740692851
0.183,0.9973853305825149,-0.008245580149110726
0.184,1.0683168052054626,-0.26258564424582154
0.185,0.8100888838784651,-0.2619671775203623
0.186,0.8851128123898602,-0.5695921029599897
0.187,0.5893214483618318,0.03369863387686603
0.188,0.19586589767158813,0.22952502559499982
0.189,0.23504573327692724,-0.04795738717282354
0.19,0.035576226101629034,-0.3670281554553173
0.191,-0.09055425516931195,-1.1214555668022042
